REF,SECTION NUMBER,NAME,DATE,CHAINAGE,OFFSET/BRG,LEVEL,EASTING,NORTHING,BANK,MANNINGS,GROUND,VEGETATION
BED,2.02,TRI1.00011,10/10/2022,10.7,8.56,263.59,260423.82,365586.0,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,9.45,263.55,260423.91,365585.12,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,10.33,263.77,260423.99,365584.24,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,11.21,263.8,260424.08,365583.37,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,11.97,263.92,260424.16,365582.61,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,12.59,263.99,260424.22,365581.99,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,12.99,264.22,260424.26,365581.59,,0.07,soil,Grass
BED,2.02,TRI1.00011,10/10/2022,10.7,13.37,264.37,260424.3,365581.22,,0.04,masonry,
BED,2.02,TRI1.00011,10/10/2022,10.7,13.48,264.71,260424.31,365581.11,,0.04,masonry,
BED,2.02,TRI1.00011,10/10/2022,10.7,14.22,264.72,260424.38,365580.37,,0.04,masonry,
BED,2.02,TRI1.00011,10/10/2022,10.7,14.58,264.69,260424.42,365580.01,,0.04,masonry,
BED,2.02,TRI1.00011,10/10/2022,10.7,14.68,264.26,260424.43,365579.91,,0.016,tarmacadam,
BED,2.02,TRI1.00011,10/10/2022,10.7,15.16,264.27,260424.47,365579.43,,0.016,tarmacadam,
BED,2.02,TRI1.00011,10/10/2022,10.7,16.09,264.32,260424.57,365578.51,,0.016,tarmacadam,
WLEVEL,2.03,TRI1.00017,10/10/2022,17.1,174.1,263.47,260416.87,365590.32,WATER,,soil,
BED,2.03,TRI1.00017,10/10/2022,17.1,-8.3,263.75,260415.92,365599.54,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-8.08,263.76,260415.95,365599.32,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-7.18,263.68,260416.04,365598.42,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-6.26,263.7,260416.13,365597.51,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-5.38,263.69,260416.22,365596.63,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-4.52,263.69,260416.31,365595.78,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-3.58,263.78,260416.4,365594.84,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-3.07,263.72,260416.46,365594.33,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-2.53,263.82,260416.51,365593.8,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-2.09,263.83,260416.56,365593.36,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-1.39,263.99,260416.63,365592.66,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,-0.68,264.04,260416.7,365591.96,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,0.0,264.12,260416.77,365591.28,LEFT,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,0.24,263.81,260416.79,365591.04,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,0.66,263.46,260416.84,365590.62,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,0.82,263.43,260416.85,365590.46,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,1.21,263.42,260416.89,365590.08,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,1.4,263.38,260416.91,365589.89,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,1.47,263.47,260416.92,365589.82,,,,
BED,2.03,TRI1.00017,10/10/2022,17.1,1.62,263.78,260416.94,365589.67,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,1.96,264.14,260416.97,365589.33,RIGHT,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,2.87,264.13,260417.06,365588.42,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,3.78,264.14,260417.16,365587.52,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,4.66,264.25,260417.25,365586.64,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,5.09,264.23,260417.29,365586.22,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,5.44,264.27,260417.33,365585.87,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,6.19,264.16,260417.4,365585.12,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,7.0,264.26,260417.48,365584.32,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,7.67,264.25,260417.55,365583.65,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,8.36,264.3,260417.62,365582.96,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,9.04,264.34,260417.69,365582.29,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,9.89,264.35,260417.78,365581.44,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,10.13,264.38,260417.8,365581.2,,0.07,soil,Grass
BED,2.03,TRI1.00017,10/10/2022,17.1,10.68,264.46,260417.86,365580.66,,0.07,soil,Grass
WLEVEL,2.04,TRI1.00026,10/10/2022,26.1,173.9,263.87,260408.0,365589.3,WATER,,soil,
BED,2.04,TRI1.00026,10/10/2022,26.1,-7.42,263.89,260407.09,365597.9,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-6.53,263.89,260407.18,365597.01,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-5.7,263.89,260407.27,365596.19,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-4.81,263.96,260407.36,365595.3,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-3.92,263.98,260407.46,365594.42,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-3.12,264.02,260407.54,365593.62,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-2.32,264.06,260407.62,365592.83,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-1.46,264.22,260407.72,365591.97,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,-0.68,264.19,260407.8,365591.2,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,0.0,264.33,260407.87,365590.52,LEFT,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,0.61,263.91,260407.93,365589.91,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,0.73,263.87,260407.95,365589.79,,,,
BED,2.04,TRI1.00026,10/10/2022,26.1,0.8,263.82,260407.95,365589.72,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,1.19,263.8,260408.0,365589.34,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,1.33,263.79,260408.01,365589.2,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,1.72,263.86,260408.05,365588.81,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,1.89,263.9,260408.07,365588.64,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,2.24,264.17,260408.11,365588.29,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,3.26,264.22,260408.21,365587.28,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,4.08,264.3,260408.3,365586.46,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,4.72,264.3,260408.37,365585.83,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,5.58,264.34,260408.46,365584.97,RIGHT,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,6.49,264.32,260408.56,365584.07,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,7.4,264.35,260408.65,365583.16,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,8.26,264.41,260408.74,365582.31,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,9.14,264.59,260408.84,365581.43,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,10.04,264.71,260408.93,365580.54,,0.07,soil,Grass
BED,2.04,TRI1.00026,10/10/2022,26.1,10.87,264.73,260409.02,365579.71,,0.07,soil,Grass
WLEVEL,2.05,TRI1.00036,10/10/2022,35.8,175.9,264.2,260398.31,365588.38,WATER,,soil,
BED,2.05,TRI1.00036,10/10/2022,35.8,-6.86,264.19,260397.73,365596.42,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-6.2,264.3,260397.77,365595.76,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-5.53,264.26,260397.82,365595.1,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-4.83,264.29,260397.87,365594.4,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-4.08,264.27,260397.93,365593.65,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-3.26,264.3,260397.99,365592.83,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-2.68,264.31,260398.03,365592.25,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-2.05,264.31,260398.07,365591.62,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-1.4,264.41,260398.12,365590.98,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,-0.74,264.51,260398.17,365590.32,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,0.0,264.55,260398.22,365589.58,LEFT,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,0.23,264.42,260398.24,365589.35,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,0.64,264.15,260398.27,365588.94,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,0.89,264.13,260398.28,365588.69,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,1.32,264.18,260398.31,365588.26,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,1.71,264.19,260398.34,365587.87,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,1.92,264.19,260398.36,365587.66,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,2.36,264.45,260398.39,365587.23,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,2.72,264.63,260398.42,365586.87,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,3.56,264.66,260398.48,365586.03,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,4.03,264.78,260398.51,365585.56,RIGHT,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,4.55,264.72,260398.55,365585.04,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,5.38,264.76,260398.61,365584.21,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,6.18,264.66,260398.66,365583.42,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,7.0,264.64,260398.72,365582.6,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,7.82,264.67,260398.78,365581.78,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,8.77,264.89,260398.85,365580.83,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,9.19,264.93,260398.88,365580.41,,0.07,soil,Grass
BED,2.05,TRI1.00036,10/10/2022,35.8,9.98,264.91,260398.94,365579.63,,0.07,soil,Grass
WLEVEL,2.06,TRI1.00045,10/10/2022,45.4,174.3,264.63,260388.71,365587.45,WATER,,soil,
BED,2.06,TRI1.00045,10/10/2022,45.4,-6.49,264.55,260387.92,365595.47,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-5.69,264.4,260388.0,365594.67,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-4.93,264.54,260388.07,365593.92,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-4.16,264.62,260388.15,365593.15,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-3.38,264.59,260388.23,365592.37,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-2.59,264.65,260388.3,365591.59,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-1.76,264.66,260388.39,365590.76,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-1.09,264.71,260388.45,365590.09,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,-0.54,264.75,260388.51,365589.55,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,0.0,264.82,260388.56,365589.01,LEFT,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,0.42,264.72,260388.6,365588.59,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,0.61,264.63,260388.62,365588.4,,,,
BED,2.06,TRI1.00045,10/10/2022,45.4,0.69,264.61,260388.63,365588.32,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,1.04,264.6,260388.66,365587.98,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,1.63,264.49,260388.72,365587.39,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,2.16,264.6,260388.77,365586.86,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,2.57,264.68,260388.81,365586.45,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,2.99,264.87,260388.86,365586.03,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,3.34,264.96,260388.89,365585.69,RIGHT,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,4.26,264.94,260388.98,365584.77,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,4.99,264.96,260389.05,365584.04,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,5.76,264.97,260389.13,365583.28,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,6.51,264.92,260389.2,365582.53,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,7.3,264.85,260389.28,365581.75,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,8.06,265.14,260389.36,365580.99,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,8.36,265.17,260389.39,365580.69,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,8.87,265.2,260389.44,365580.18,,0.07,soil,Grass
BED,2.06,TRI1.00045,10/10/2022,45.4,9.86,265.28,260389.54,365579.2,,0.07,soil,Grass
WLEVEL,2.07d,TRI1.00052,10/10/2022,52.0,131.3,264.86,260382.49,365585.51,WATER,,soil,
BED,2.07d,TRI1.00052,10/10/2022,52.0,-7.54,265.22,260375.15,365591.97,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-6.82,265.0,260375.69,365591.49,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-6.03,265.0,260376.28,365590.97,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-5.33,265.23,260376.81,365590.51,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-4.32,265.24,260377.57,365589.84,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-3.51,264.98,260378.17,365589.31,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-2.73,265.0,260378.76,365588.79,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-1.88,265.09,260379.4,365588.23,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,-1.07,265.08,260380.01,365587.7,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,0.0,265.12,260380.81,365586.99,LEFT,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,0.75,265.08,260381.37,365586.49,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,1.36,265.05,260381.83,365586.09,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,1.95,264.8,260382.27,365585.7,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,2.33,264.82,260382.56,365585.45,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,2.65,264.8,260382.8,365585.24,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,2.72,264.86,260382.85,365585.19,,,,
BED,2.07d,TRI1.00052,10/10/2022,52.0,3.06,265.11,260383.11,365584.97,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,3.21,265.33,260383.22,365584.87,RIGHT,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,4.17,265.23,260383.94,365584.24,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,5.09,265.2,260384.63,365583.63,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,5.41,265.16,260384.87,365583.42,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,6.31,265.11,260385.55,365582.82,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,7.2,265.15,260386.22,365582.23,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,8.14,265.15,260386.92,365581.61,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,8.82,265.18,260387.43,365581.16,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,9.59,265.18,260388.01,365580.66,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,10.45,265.19,260388.66,365580.09,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,11.34,265.24,260389.32,365579.5,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,12.03,265.35,260389.84,365579.04,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,12.73,265.4,260390.37,365578.58,,0.07,soil,Grass
BED,2.07d,TRI1.00052,10/10/2022,52.0,13.47,265.27,260390.92,365578.09,,0.07,soil,Grass
