REF,SECTION NUMBER,NAME,DATE,CHAINAGE,OFFSET/BRG,LEVEL,EASTING,NORTHING,BANK,MANNINGS,GROUND,VEGETATION
BED,5.03,RIV4.00018,31/10/2022,17.9,6.87,269.15,260197.83,365992.97,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,7.73,269.17,260198.66,365992.75,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,8.27,269.17,260199.18,365992.61,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,8.99,269.07,260199.88,365992.42,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,9.68,269.01,260200.54,365992.25,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,10.31,268.98,260201.15,365992.08,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,10.92,268.93,260201.74,365991.93,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,11.48,268.86,260202.28,365991.78,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,12.39,268.8,260203.16,365991.55,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,13.22,268.75,260203.96,365991.33,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,14.11,268.72,260204.82,365991.11,,0.07,soil,Grass
BED,5.03,RIV4.00018,31/10/2022,17.9,15.02,268.7,260205.7,365990.87,,0.07,soil,Grass
WLEVEL,5.04,RIV4.00029,31/10/2022,29.0,118.8,269.05,260191.29,365983.39,WATER,,gravel,
BED,5.04,RIV4.00029,31/10/2022,29.0,0.0,270.09,260186.27,365986.14,LEFT,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,0.65,270.06,260186.84,365985.83,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,1.35,270.0,260187.45,365985.49,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,1.91,269.95,260187.94,365985.22,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,2.44,269.88,260188.41,365984.97,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,3.33,269.85,260189.19,365984.54,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,3.98,269.62,260189.76,365984.22,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,4.65,269.52,260190.35,365983.9,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,4.97,269.31,260190.63,365983.75,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,5.35,269.05,260190.96,365983.57,,,,
BED,5.04,RIV4.00029,31/10/2022,29.0,5.44,269.02,260191.04,365983.52,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,5.59,268.94,260191.17,365983.45,,0.035,gravel,
BED,5.04,RIV4.00029,31/10/2022,29.0,5.78,268.91,260191.34,365983.36,,0.035,gravel,
BED,5.04,RIV4.00029,31/10/2022,29.0,6.01,268.83,260191.54,365983.25,,0.035,gravel,
BED,5.04,RIV4.00029,31/10/2022,29.0,6.15,268.93,260191.66,365983.18,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,6.24,269.06,260191.74,365983.14,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,6.47,269.08,260191.94,365983.03,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,6.72,269.08,260192.16,365982.91,,0.04,masonry,
BED,5.04,RIV4.00029,31/10/2022,29.0,6.79,269.78,260192.22,365982.87,,0.04,masonry,
BED,5.04,RIV4.00029,31/10/2022,29.0,7.23,269.83,260192.61,365982.66,RIGHT,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,7.71,269.5,260193.03,365982.43,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,8.58,269.74,260193.79,365982.01,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,9.52,269.64,260194.62,365981.56,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,10.31,269.63,260195.31,365981.18,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,11.34,269.52,260196.21,365980.68,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,11.98,269.41,260196.77,365980.38,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,12.61,269.26,260197.32,365980.07,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,13.22,269.25,260197.86,365979.78,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,13.86,269.21,260198.42,365979.47,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,14.54,269.17,260199.02,365979.14,,0.07,soil,Grass
BED,5.04,RIV4.00029,31/10/2022,29.0,15.29,269.06,260199.67,365978.78,,0.07,soil,Grass
WLEVEL,5.05,RIV4.00041,31/10/2022,40.6,115.4,269.29,260186.62,365972.82,WATER,,gravel,
BED,5.05,RIV4.00041,31/10/2022,40.6,-3.03,270.45,260181.27,365975.36,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,-2.14,270.42,260182.08,365974.98,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,-1.62,270.42,260182.55,365974.76,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,-1.07,270.37,260183.04,365974.52,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,-0.54,270.38,260183.52,365974.29,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,0.0,270.38,260184.01,365974.06,LEFT,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,0.83,270.25,260184.76,365973.7,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,1.51,270.15,260185.37,365973.41,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,1.87,269.82,260185.7,365973.26,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,2.42,269.53,260186.2,365973.02,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,2.68,269.53,260186.43,365972.91,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,2.92,269.43,260186.65,365972.81,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,3.0,269.24,260186.72,365972.77,,0.035,gravel,
BED,5.05,RIV4.00041,31/10/2022,40.6,3.11,269.23,260186.82,365972.73,,0.035,gravel,
BED,5.05,RIV4.00041,31/10/2022,40.6,3.15,269.23,260186.86,365972.71,,0.035,gravel,
BED,5.05,RIV4.00041,31/10/2022,40.6,3.28,269.42,260186.97,365972.65,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,3.4,269.47,260187.08,365972.6,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,3.91,269.54,260187.54,365972.38,,0.04,masonry,
BED,5.05,RIV4.00041,31/10/2022,40.6,4.03,270.23,260187.65,365972.33,RIGHT,0.04,masonry,
BED,5.05,RIV4.00041,31/10/2022,40.6,4.24,270.21,260187.84,365972.24,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,4.76,270.06,260188.31,365972.02,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,5.59,270.1,260189.06,365971.66,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,5.96,270.1,260189.39,365971.5,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,6.11,270.2,260189.53,365971.44,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,7.54,270.07,260190.82,365970.82,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,8.23,270.01,260191.44,365970.53,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,8.95,269.94,260192.09,365970.22,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,9.65,269.87,260192.73,365969.92,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,10.24,269.82,260193.26,365969.66,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,10.82,269.79,260193.78,365969.42,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,11.4,269.79,260194.31,365969.17,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,11.98,269.77,260194.83,365968.92,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,12.59,269.71,260195.38,365968.66,,0.07,soil,Grass
BED,5.05,RIV4.00041,31/10/2022,40.6,13.13,269.65,260195.87,365968.42,,0.07,soil,Grass
WLEVEL,5.06d,RIV4.00051,31/10/2022,50.8,120.0,269.65,260182.49,365963.48,WATER,,gravel,
BED,5.06d,RIV4.00051,31/10/2022,50.8,-1.08,270.78,260177.03,365966.63,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,-0.51,270.78,260177.53,365966.35,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,0.0,270.85,260177.97,365966.09,LEFT,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,0.65,270.77,260178.53,365965.76,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,1.28,270.7,260179.08,365965.45,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,2.0,270.66,260179.7,365965.09,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,2.7,270.56,260180.31,365964.74,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,3.41,270.51,260180.92,365964.38,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,4.01,270.41,260181.44,365964.08,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,4.82,270.4,260182.14,365963.68,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,4.86,270.38,260182.18,365963.66,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,5.18,270.28,260182.45,365963.5,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,5.34,270.0,260182.59,365963.42,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,5.47,269.82,260182.71,365963.35,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,5.63,269.65,260182.84,365963.27,,,,
BED,5.06d,RIV4.00051,31/10/2022,50.8,5.68,269.64,260182.89,365963.25,,0.035,gravel,
BED,5.06d,RIV4.00051,31/10/2022,50.8,5.9,269.62,260183.08,365963.14,,0.035,gravel,
BED,5.06d,RIV4.00051,31/10/2022,50.8,6.09,269.62,260183.24,365963.04,,0.035,gravel,
BED,5.06d,RIV4.00051,31/10/2022,50.8,6.21,269.61,260183.35,365962.98,,0.035,gravel,
BED,5.06d,RIV4.00051,31/10/2022,50.8,6.32,270.33,260183.44,365962.93,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,6.9,270.43,260183.94,365962.64,RIGHT,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,7.21,270.38,260184.21,365962.48,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,7.69,270.34,260184.63,365962.24,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,8.67,270.26,260185.48,365961.75,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,9.63,270.24,260186.31,365961.27,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,10.26,270.19,260186.85,365960.96,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,10.86,270.13,260187.37,365960.66,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,11.44,270.12,260187.88,365960.37,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,12.05,270.09,260188.4,365960.06,,0.07,soil,Grass
BED,5.06d,RIV4.00051,31/10/2022,50.8,12.89,270.05,260189.13,365959.64,,0.07,soil,Grass
WLEVEL,5.07u,RIV4.00054,31/10/2022,54.4,118.7,269.79,260181.05,365960.2,WATER,,gravel,
BED,5.07u,RIV4.00054,31/10/2022,54.4,-3.34,270.42,260176.9,365962.47,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,-2.39,270.39,260177.73,365962.02,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,-1.64,270.31,260178.39,365961.66,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,-0.89,270.27,260179.05,365961.3,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,0.0,270.4,260179.83,365960.87,LEFT,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,0.6,270.38,260180.36,365960.58,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,1.06,270.39,260180.76,365960.36,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,1.39,270.27,260181.05,365960.2,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,1.53,270.22,260181.17,365960.13,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,1.64,270.11,260181.27,365960.08,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,1.72,269.75,260181.34,365960.04,,0.035,gravel,
BED,5.07u,RIV4.00054,31/10/2022,54.4,1.9,269.74,260181.5,365959.96,,0.035,gravel,
BED,5.07u,RIV4.00054,31/10/2022,54.4,2.15,269.76,260181.72,365959.84,,0.035,gravel,
BED,5.07u,RIV4.00054,31/10/2022,54.4,2.35,269.77,260181.89,365959.74,,0.035,gravel,
BED,5.07u,RIV4.00054,31/10/2022,54.4,2.44,269.79,260181.97,365959.7,,,,
BED,5.07u,RIV4.00054,31/10/2022,54.4,2.49,269.93,260182.01,365959.67,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,2.57,270.17,260182.08,365959.64,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,2.94,270.28,260182.41,365959.46,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,3.46,270.34,260182.86,365959.21,RIGHT,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,3.74,270.34,260183.11,365959.07,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,4.18,270.26,260183.5,365958.86,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,4.69,270.22,260183.94,365958.62,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,5.29,270.21,260184.47,365958.33,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,5.94,270.22,260185.04,365958.02,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,6.54,270.19,260185.57,365957.73,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,7.11,270.13,260186.07,365957.45,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,7.68,270.1,260186.57,365957.18,,0.07,soil,Grass
BED,5.07u,RIV4.00054,31/10/2022,54.4,8.63,270.06,260187.4,365956.72,,0.07,soil,Grass
WLEVEL,5.08u,RIV4.00057,31/10/2022,57.1,117.7,269.92,260179.95,365957.69,WATER,,gravel,
BED,5.08u,RIV4.00057,31/10/2022,57.1,-1.85,270.94,260174.43,365960.59,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,-1.3,270.94,260174.92,365960.33,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,-0.68,270.91,260175.47,365960.05,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,0.0,270.92,260176.07,365959.73,LEFT,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,0.68,270.91,260176.67,365959.41,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,1.55,270.75,260177.44,365959.01,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,2.17,270.64,260177.99,365958.72,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,2.79,270.61,260178.54,365958.43,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,3.67,270.5,260179.32,365958.02,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,4.22,270.31,260179.81,365957.77,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,4.36,269.85,260179.93,365957.7,,0.035,gravel,
BED,5.08u,RIV4.00057,31/10/2022,57.1,4.45,269.76,260180.01,365957.66,,0.035,gravel,
BED,5.08u,RIV4.00057,31/10/2022,57.1,4.63,269.8,260180.17,365957.58,,0.035,gravel,
BED,5.08u,RIV4.00057,31/10/2022,57.1,4.73,269.77,260180.26,365957.53,,0.035,gravel,
BED,5.08u,RIV4.00057,31/10/2022,57.1,4.93,270.08,260180.44,365957.44,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,5.09,270.15,260180.58,365957.36,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,5.32,270.26,260180.78,365957.26,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,5.87,270.49,260181.27,365957.0,RIGHT,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,6.01,270.5,260181.39,365956.94,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,6.76,270.37,260182.06,365956.59,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,7.28,270.34,260182.52,365956.35,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,7.81,270.28,260182.98,365956.1,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,8.42,270.28,260183.53,365955.82,,0.07,soil,Grass
BED,5.08u,RIV4.00057,31/10/2022,57.1,9.03,270.3,260184.07,365955.53,,0.07,soil,Grass
